;Country;EDemand;GridGenCost;PVCost;GridCapInvCost;DiscountRate;LVCost;MVCost;GridLosses;NatPopDens;Core;Buffer;Admin;Method;Res;PopGrid;PopMG;PopSA;AddedCapGrid;AddedCapSA;AddedCapMG;GridInv;SAInv;MGInv;TotInv;LCOEGrid;LCOESA;LCOEMGWind;LCOEMGPV;LCOEMGHydro;LCOE
1948;bj;0.868290892;0.165881163;0.753799019;2094.436037;0.08263217;7269.407125;16197.08785;0.143339293;108;3;200;0;1;100;10631565.14;458012.7218;4582422.183;203418.8045;340045.3042;65764.09485;1376026446;1166104029;206053263.3;2748183738;0.181837312;0.260266403;0;0.256045037;0.174191632;0.234791765
1949;bj;0.82271623;0.133085986;1.139348765;2237.375643;0.077487874;7947.939865;15991.81039;0.118053964;108;3;200;0;1;100;12435474.2;320076.4518;2916449.394;231329.6039;184249.9908;31434.96876;1875098802;950916105.7;157142718.1;2983157626;0.205663276;0.377533154;0;0.375894321;0.239839239;0.284936842
1950;bj;1.025533633;0.175407775;1.108344977;1745.840394;0.08845855;6066.79009;14853.36573;0.124768349;108;3;200;0;1;100;12517126.72;857606.8879;2297266.432;291034.7298;172844.3883;100865.408;1729854888;866050143.2;458024031;3053929062;0.233748243;0.382081665;0;0.362944508;0.209860119;0.297858883
1951;bj;1.049661615;0.15479834;1.220967917;2065.539735;0.079968917;6276.563952;15955.00872;0.159490667;108;3;200;0;1;100;12928695.69;802015.1549;1941289.192;320394.0876;149907.7319;94298.42743;2047474989;826313825.6;472449177.4;3346237992;0.223953329;0.402638933;0;0.381209707;0.204114316;0.291960398
1952;bj;0.829167594;0.15696176;0.905307191;2165.269971;0.083098488;6237.310028;15696.71824;0.157953846;108;3;200;0;1;100;11773020.71;539073.7955;3359905.533;228434.6875;218462.5831;57500.32011;1584587289;896515158;221936741.1;2703039188;0.200007504;0.308878163;0;0.305971298;0.196276581;0.259398149
1953;bj;0.772387531;0.14575069;1.004592726;2045.880393;0.099570081;4938.039206;15340.16147;0.132176231;108;3;200;0;1;100;12237221.67;520218.09;2914560.286;216254.1534;172613.6819;47880.0424;1545726077;786049617.7;202652875.5;2534428570;0.207341411;0.368201553;0;0.361346704;0.226318313;0.285276357
1954;bj;0.886757265;0.131297903;0.785678774;1898.030594;0.065549871;7325.741569;14800.11894;0.142517992;108;3;200;0;1;100;11501844.31;381197.2265;3788958.502;232804.1544;272211.8947;47101.90993;1506476679;970369262.7;162030973.7;2638876916;0.164104272;0.247139843;0;0.247279612;0.161470777;0.212279952
1955;bj;1.060551457;0.1691569;0.865545281;2306.037648;0.074856776;4325.699714;16172.6006;0.124035445;108;3;200;0;1;100;11452960.97;1792307.501;2426731.571;269379.8061;184828.1914;224695.4583;1584720659;724435179.8;774381612.1;3083537451;0.190765762;0.281725435;0;0.255501702;0.165422621;0.23810366
1956;bj;1.006031513;0.137613518;1.065480002;1842.366588;0.068039248;5688.181568;15221.58091;0.174583154;108;3;200;0;1;100;12684788.95;827431.8871;2159779.204;306283.3893;160776.5698;95642.34899;1811681410;773680389.6;424065337.1;3009427136;0.19350002;0.332085227;0;0.314552196;0.179687213;0.250402695
1957;bj;0.987473036;0.161858918;1.167488979;1699.669664;0.072103198;4808.929617;16358.54208;0.12093344;108;3;200;0;1;100;12664025.96;1161352.875;1846621.205;281383.833;133225.7905;124901.4814;1696468772;702440095;590907215.7;2989816082;0.215694124;0.370932464;0;0.343787526;0.183853252;0.277804396
1958;bj;0.944179278;0.151609161;0.917093335;1732.750415;0.088799318;5887.916891;16213.14695;0.166070918;108;3;200;0;1;100;12036109.06;706247.3952;2929643.589;269722.662;209624.0608;81044.29454;1611135937;870580295.2;311783418.5;2793499650;0.197031612;0.319654238;0;0.310413391;0.205786146;0.259432278
1959;bj;0.967519961;0.156707914;0.854279684;1607.931177;0.096745351;5715.67286;15198.57734;0.125677996;108;3;200;0;1;100;11928435.52;690374.1827;3053190.34;260696.663;226174.271;82651.47113;1498294222;874925784.8;295530480.7;2668750488;0.198940113;0.308888519;0;0.302185404;0.20226102;0.256470039
1960;bj;0.844111454;0.193726356;0.7639949;1855.967158;0.085718091;4907.488202;14567.1641;0.168433892;108;3;200;0;1;100;9967065.334;2014582.347;3690352.361;178712.7948;252138.0343;254078.614;1075290537;876091976.7;777596771.2;2728979285;0.194222441;0.265361408;0;0.258148581;0.176755024;0.244917636
1961;bj;0.961095157;0.174434379;0.975260587;2414.638487;0.092326292;4244.240098;15769.8087;0.155486819;108;3;200;0;1;100;12096495;1193001.005;2382504.04;271396.1671;167206.9904;133039.8674;1700368395;737391697.6;521927122.3;2959687215;0.216864826;0.342319755;0;0.320141479;0.19638321;0.276673551
1962;bj;0.895925261;0.133550984;0.918996052;1870.757959;0.097555282;5126.601232;15160.73857;0.133445022;108;3;200;0;1;100;12319698.4;547511.8369;2804789.802;253034.9532;191171.925;58652.00923;1603112866;795760641.6;226854621.9;2625728130;0.190167797;0.333526303;0;0.325790048;0.213467292;0.257877036
1963;bj;0.88110338;0.143202896;1.053448403;2206.421216;0.079725124;4558.974551;15419.69194;0.141257507;108;3;200;0;1;100;12523760.54;859078.122;2289161.381;254498.976;150095.4642;86647.04021;1702550564;715252760.5;376431471.5;2794234796;0.200177476;0.349363817;0;0.330626843;0.194985986;0.264668443
1964;bj;1.224256098;0.153899856;1.14712156;2058.665874;0.090705428;8072.480186;15839.18239;0.157032015;108;3;200;0;1;100;12933601.57;612145.0525;2126253.415;374104.9393;191548.7362;85626.20564;2291375521;992629361.4;407392524;3691397407;0.225259722;0.399171739;0;0.3847406;0.220778345;0.292373515
1965;bj;1.100932634;0.194623966;0.938377648;2283.654009;0.074480875;8199.804748;16337.23276;0.134160357;108;3;200;0;1;100;11162471.24;1411241.872;3098286.926;273978.5643;258718.894;193942.7585;1723113314;1099220261;751572172.8;3573905748;0.217653408;0.304760673;0;0.289200731;0.199272092;0.269275595
1966;bj;1.043220994;0.157948254;0.878291849;1945.046728;0.073074881;4303.932985;14725.4285;0.129165625;108;3;200;0;1;100;11835815.11;1446183.288;2390001.644;278403.8697;180172.862;175368.7801;1517228706;715618893.3;621275985.1;2854123584;0.187371356;0.281516672;0;0.259439503;0.164195838;0.233823902
1967;bj;0.836505963;0.172999585;0.969060951;1773.31931;0.084935323;6391.535158;16008.92066;0.157430669;108;3;200;0;1;100;11794404.21;636370.0466;3241225.782;230859.4228;210009.4046;67153.53039;1521370465;922459090.8;274976107.5;2718805663;0.217403585;0.332813311;0;0.327777992;0.208586637;0.279849551
1968;bj;1.136555931;0.12831228;1.023603418;1654.105857;0.095479406;5078.736548;16294.91089;0.176672455;108;3;200;0;1;100;12927325.91;778438.0109;1966236.118;354174.971;164650.7679;100193.3861;1905066030;761260684.6;416954897.7;3083281612;0.191829639;0.363978218;0;0.34400309;0.190788463;0.258005287
1969;bj;1.165092757;0.187996628;0.844342375;2197.342536;0.079134981;6568.330029;16161.34663;0.150121225;108;3;200;0;1;100;10928197.76;1873572.951;2870229.333;285519.5544;247780.7344;275785.2834;1611122508;946834222.2;938904967;3496861697;0.203288166;0.279851757;0;0.26275205;0.184065326;0.249061449
1970;bj;0.99752991;0.142054427;1.033654234;2274.657108;0.066702628;6929.439323;15757.7655;0.16104223;108;3;200;0;1;100;12365092.56;714477.6839;2592429.795;292418.0496;190970.6195;83765.19207;1937434158;893554074.8;367083295.5;3198071528;0.191741455;0.323320195;0;0.309515524;0.190847693;0.252232264
1971;bj;0.954538646;0.139689871;0.946151948;2298.535326;0.098078099;4362.237196;15629.70253;0.171371536;108;3;200;0;1;100;12473581.93;808399.8377;2390018.275;284648.1815;170567.418;89312.88008;1781395929;729869020.1;346546545.1;2857811494;0.196219341;0.341375076;0;0.325963738;0.20090956;0.260537131
1972;bj;1.211485975;0.189899047;1.013254681;2185.245698;0.065087111;5501.045662;16385.37673;0.139460813;108;3;200;0;1;100;11531117.38;2130641.07;2010241.588;316061.1789;170579.9504;289126.8044;1733606953;781551493;1154995954;3670154400;0.211450663;0.3116236;0;0.277529346;0.165861305;0.25960749
1973;bj;0.916219918;0.192858086;1.074497563;1969.831036;0.094653169;5395.511363;15894.07657;0.169371752;108;3;200;0;1;100;12095278.32;992624.4793;2584097.241;263975.5024;174149.3948;106376.7625;1637379426;847663555.6;466071972;2951114953;0.241163336;0.383972372;0;0.362955115;0.223571394;0.310481355
1974;bj;0.802383432;0.166989979;0.859123403;1756.516675;0.093686415;6490.332429;16039.05159;0.148558285;108;3;200;0;1;100;11448388.54;410015.3652;3813596.138;210768.9728;249042.9182;45102.21342;1419182872;971548975.3;165695936.6;2556427784;0.206460613;0.309453513;0;0.309647556;0.2145043;0.266833288
1975;bj;0.972295942;0.144151233;1.007557533;1647.995221;0.07388421;6681.09473;14618.93308;0.163424615;108;3;200;0;1;100;12342802.53;643555.9107;2685641.6;285349.0124;194647.7647;73863.20237;1683871103;887765875.1;316215937.1;2887852915;0.195343141;0.326812495;0;0.315876433;0.198333008;0.256560919
1976;bj;1.052340246;0.190352351;1.150376336;2013.614119;0.086338029;8133.689112;15793.41902;0.162334075;108;3;200;0;1;100;12320453.19;721009.1608;2630537.687;308012.4995;203597.9274;89260.10336;1955297839;1060222376;427211531;3442731746;0.247527896;0.395417651;0;0.3803398;0.228434531;0.316195474
1977;bj;1.15193969;0.191378097;1.181971893;2247.820268;0.069200915;7010.719806;14765.62188;0.147604242;108;3;200;0;1;100;12409539.27;1207796.052;2054664.723;332617.0432;168191.6245;153891.366;2000869894;898570228.6;740585938.4;3640026061;0.236559348;0.370858106;0;0.343667808;0.191133851;0.294060022
1978;bj;1.142022006;0.13463407;0.810335903;2145.079727;0.069419487;7782.588293;14862.87026;0.129788956;108;3;200;0;1;100;11913892.76;634565.6301;3123541.651;309155.5248;271759.1622;91968.7439;1844937474;996662974.7;320416442.9;3162016891;0.170122942;0.256876986;0;0.252312168;0.169456946;0.215681989
1979;bj;1.198699881;0.169801226;1.196655742;1920.415226;0.070920773;7412.864142;16088.82961;0.147194303;108;3;200;0;1;100;12778253.67;957086.7606;1936659.615;356590.1613;166748.2408;128439.6744;2108455973;901571806.6;629914357.8;3639942138;0.226461403;0.378600347;0;0.352999005;0.195748898;0.285914656
1980;bj;0.891565786;0.165275131;1.039084311;2023.497075;0.09690097;4465.985563;16115.16557;0.175264066;108;3;200;0;1;100;12359818.26;914714.5877;2397467.197;264386.481;159124.5005;93876.47466;1656522568;747956553.4;397598966.3;2802078088;0.222005989;0.372824221;0;0.354271715;0.214067128;0.290616079
1981;bj;1.12575123;0.198312683;0.790201878;1884.249362;0.089801822;5071.664429;15255.46934;0.115838096;108;3;200;0;1;100;10362988.86;2517813.281;2791197.9;238610.0575;231545.08;391091.4068;1268119997;828231594.8;1200481724;3296833315;0.204519966;0.27534649;0;0.257129216;0.177263653;0.24880923
1982;bj;0.910640253;0.18642545;1.092056701;2259.766292;0.077537191;6839.441813;15483.19278;0.165075051;108;3;200;0;1;100;12020077.7;854707.1352;2797215.21;259314.7655;190211.4656;93007.30421;1753941836;940827652.1;424188509;3118957997;0.232794453;0.360611637;0;0.345508946;0.218471385;0.296978566
1983;bj;1.024500443;0.196152107;0.955848809;1613.461735;0.09053396;5906.129797;15876.3036;0.152398114;108;3;200;0;1;100;11654715.42;1242075.558;2775209.062;276394.1782;209509.1247;153316.6313;1509504682;906830034;595499278.2;3011833995;0.229035912;0.335087813;0;0.316029343;0.206409509;0.285647551
1984;bj;0.838487795;0.140904847;0.821854595;2422.502742;0.094245652;5310.484661;15110.56142;0.127031741;108;3;200;0;1;100;11838415.05;467770.1241;3365814.869;224454.0603;221759.9685;50525.69363;1580428572;826027759.6;176888221.6;2583344553;0.184492434;0.29501582;0;0.293989538;0.194352342;0.244157759
1985;bj;0.870734041;0.173110158;1.216868476;2355.596321;0.083547878;6442.202154;15302.56376;0.137502279;108;3;200;0;1;100;12530800.29;672772.4225;2468427.33;251346.3053;160537.0045;67739.63941;1854468397;883748248.2;343483920.1;3081700566;0.242213285;0.410985915;0;0.395546642;0.229967744;0.316055601
1986;bj;1.227318595;0.188417018;1.061430707;1791.819019;0.07190065;7914.284197;15433.8651;0.168824808;108;3;200;0;1;100;12058525.83;1187522.05;2425952.157;352485.4685;212221.0149;169067.981;1876107625;1019017342;734848932.2;3629973899;0.225748076;0.338500764;0;0.31579982;0.192181623;0.279606136
1987;bj;0.906011273;0.146374038;1.226571712;1978.627004;0.067456781;4987.470599;16113.75515;0.138608877;108;3;200;0;1;100;12829492;946729.5904;1895778.447;267023.5113;126777.4614;95496.70726;1791873557;702524620.8;480889955.7;2975288134;0.209541005;0.380967766;0;0.354670972;0.190074797;0.275873233
1988;bj;0.920939831;0.144757143;0.898712588;2117.785888;0.091854977;7216.739934;15402.32806;0.130907469;108;3;200;0;1;100;12013174.55;359913.7287;3298911.764;252309.1095;237979.466;42268.32553;1721489770;968681368.7;163792135.9;2853963275;0.196627173;0.318824063;0;0.317854011;0.205389294;0.259924798
1989;bj;0.977227289;0.155239934;0.968132736;2472.114987;0.068202215;7677.186336;14500.65091;0.119898778;108;3;200;0;1;100;12008292.44;660799.8631;3002907.744;263944.3709;222867.7974;79113.05414;1834938109;976881283.5;328319353.5;3140138746;0.197939502;0.305739484;0;0.29705287;0.198065045;0.25294853
1990;bj;1.158291871;0.129123507;0.872390117;1904.297697;0.07051014;6738.423344;14919.51298;0.165973442;108;3;200;0;1;100;12287638.8;740721.1151;2643640.126;339292.2503;225486.5408;102159.4278;1863512439;889782660.4;378437530.8;3131732630;0.170365292;0.27709958;0;0.266887733;0.17721614;0.220637656
1991;bj;0.766524941;0.182455491;1.23852702;2220.543025;0.09324632;5364.074721;14607.97908;0.15371487;108;3;200;0;1;100;12486616.4;674785.1872;2510598.455;224434.0569;144801.5367;59842.10056;1655039514;811862756.5;306953248.3;2773855519;0.256188566;0.437822165;0;0.422643214;0.240612732;0.336703259
1992;bj;1.231845717;0.196585669;0.886655945;2168.928286;0.076709046;7462.181096;15654.45182;0.178340694;108;3;200;0;1;100;10924203.82;1952457.724;2795338.498;311954.059;253252.9248;302262.1197;1682851049;1016210135;1078370480;3777431664;0.21204583;0.290382419;0;0.271347268;0.187614422;0.258238036
1993;bj;1.11229008;0.149568753;1.080634004;1820.926472;0.066645768;7834.787416;14963.49742;0.122674944;108;3;200;0;1;100;12556785.38;711656.0209;2403558.641;316888.168;195235.0386;92542.40167;1929590107;954170393.4;421708037.4;3305468538;0.202079154;0.336203221;0;0.321103475;0.190299883;0.260096846
1994;bj;0.752404843;0.158977773;0.835896137;2367.936786;0.099258956;6516.892555;16254.01747;0.128289085;108;3;200;0;1;100;11371018.27;200965.0643;4100016.71;191435.9564;256893.9582;23292.91201;1492931246;976821387.7;84380472.23;2554133106;0.201060077;0.310626091;0;0.316924127;0.200473781;0.266069284
1995;bj;1.204772076;0.149950044;1.23650967;1672.481937;0.075835072;4713.515573;15317.24715;0.176339111;108;3;200;0;1;100;13212175.22;1163653.076;1296171.741;383363.4211;113366.1343;143571.3505;1992450298;632480981.9;709966108.3;3334897388;0.2105029;0.399497862;0;0.361773596;0.179136148;0.271368838
1996;bj;1.185336003;0.179287059;1.168816944;1958.224943;0.098767903;5614.94794;16272.74304;0.1149818;108;3;200;0;1;100;12866593.49;1024270.214;1781136.342;341829.8784;152644.6027;132730.7932;2003674873;806045516.6;619838582.1;3429558971;0.242204673;0.421317632;0;0.391222121;0.210735491;0.310004895
1997;bj;0.790297958;0.177633522;1.202334893;1851.881171;0.080798296;4194.904947;15461.61802;0.151622011;108;3;200;0;1;100;12455205.61;1036302.54;2180491.896;229347.852;127741.1281;91830.89776;1522313141;694553310.1;449486232.2;2666352683;0.23671001;0.399582779;0;0.376491264;0.211120852;0.307613334
1998;bj;1.248963076;0.192349754;1.136462653;1992.530474;0.080582533;6797.191805;15031.00891;0.178032769;108;3;200;0;1;100;12507615.04;1180080.603;1984304.399;377134.1973;176010.2109;162331.3437;2028131435;904192126.8;744124132.3;3676447694;0.239598638;0.377120273;0;0.349958841;0.19471908;0.29678964
1999;bj;1.069681364;0.139840771;0.99090428;2384.643702;0.087781141;5783.693081;14751.58925;0.142430806;108;3;200;0;1;100;12648631.56;697056.4399;2326312.041;313290.4447;185044.1478;86649.9306;1982310072;828850617.9;355739335.3;3166900025;0.198217665;0.340906928;0;0.326923546;0.195272954;0.25838703
2000;bj;1.036796234;0.160499566;1.084411467;2400.420114;0.089302857;7857.088247;14539.46192;0.146395887;108;3;250;0;1;100;12601798.06;450680.7179;2619521.363;307291.5189;201998.315;53665.30213;2108360634;990117081;248214706.1;3346692421;0.224431829;0.377369725;0;0.369942135;0.238143851;0.291580105
2001;bj;0.855708315;0.159986096;0.998783011;2224.110789;0.078283295;5477.280873;16307.89144;0.144228977;108;3;250;0;1;100;12148745.62;750409.6153;2772844.902;242075.0835;177288.3631;75866.06701;1700104932;801055113.3;318579685.3;2819739731;0.205851322;0.330385555;0;0.318472972;0.206400491;0.267413968
2002;bj;1.173970385;0.151360598;0.982562459;1628.048564;0.0839503;7049.281127;15283.00398;0.135025914;108;3;250;0;1;100;12574364.04;656573.8164;2441062.278;342092.9843;209054.2886;88348.38475;1894284945;927518954.3;363988368.3;3185792268;0.202944957;0.331710855;0;0.319952859;0.206973764;0.259155601
2003;bj;1.117803529;0.162977915;1.15998969;2136.416539;0.085390275;6191.256682;15058.78352;0.164345356;108;3;250;0;1;100;12977632.02;760527.1399;1933840.975;347132.7115;155932.5279;94329.87242;2116526251;815922480.6;448278627;3380727358;0.226469788;0.392526211;0;0.372369305;0.208238843;0.28909167
2004;bj;0.936219273;0.153156124;1.102220497;2005.729417;0.084573959;5250.70545;15935.56037;0.121376538;108;3;250;0;1;100;12726651.52;743480.1643;2201868.453;270814.9796;152456.8554;77521.21355;1808157261;758329132.5;354210778.5;2920697172;0.215873031;0.371684363;0;0.358763024;0.214826657;0.280427301
2005;bj;0.78596861;0.179802039;0.776285902;1685.838373;0.092572929;5818.972518;15914.18822;0.123644456;108;3;250;0;1;100;10805346.78;508462.151;4358191.207;185307.091;289669.5452;61069.32064;1246898185;1021195885;196997257.8;2465091328;0.198167289;0.279559507;0;0.274667352;0.189257609;0.251866882
2006;bj;1.190397697;0.163141601;1.119621158;2339.363234;0.064828045;5197.094881;14995.11512;0.172712155;108;3;250;0;1;100;12820331.29;1284457.384;1567211.461;368085.3389;131919.0019;158845.4642;2120338281;666544644;719749671.5;3506632596;0.207026687;0.343171042;0;0.312087127;0.170291301;0.257285143
2007;bj;0.991095129;0.148533845;1.192709868;2323.744655;0.082173028;6132.58234;15607.52072;0.116831611;108;3;250;0;1;100;13010310.33;636883.5907;2024806.213;291657.6379;148285.8881;70714.70208;2069691383;797634471.4;350249529;3217575383;0.221196819;0.397024628;0;0.382016328;0.219064817;0.287600465
2008;bj;1.095827911;0.184409663;0.817733583;1634.172407;0.075391269;7133.474727;15686.55422;0.172060007;108;3;250;0;1;100;10800410.92;1525436.286;3346152.928;271371.782;286416.4715;223879.4685;1433280720;1060218165;747826104.8;3241324990;0.197836346;0.267317438;0;0.256868053;0.179545921;0.242016317
2009;bj;1.216348504;0.17716729;0.928054772;1777.609544;0.069880068;7558.060966;15563.50498;0.13582522;108;3;250;0;1;100;11707042.57;1271268.383;2693689.184;325284.9171;238977.5141;183012.6678;1756302978;1002094375;700217066.7;3458614419;0.205695169;0.292705803;0;0.274401633;0.184720408;0.251367856
2010;bj;0.794318856;0.183649192;0.799491158;1714.387058;0.087117704;6334.487111;15589.55078;0.154901599;108;3;250;0;1;100;10720922.1;538649.3285;4412428.714;191727.278;297718.3418;66438.54759;1259753659;1080992493;220621954.5;2561368106;0.199091547;0.281216817;0;0.275222937;0.191728773;0.254065048
2011;bj;1.077157761;0.136575759;1.049305826;2103.001916;0.073909338;7728.663982;15819.59988;0.131240641;108;3;250;0;1;100;12714271.24;503223.5762;2454505.327;315838.4768;196515.851;62446.71133;2098466552;930591377;280770635.2;3309828564;0.197853492;0.337121856;0;0.330018965;0.210971431;0.256704292
2012;bj;1.087870844;0.185147403;1.127667018;2124.081621;0.072943252;7528.778503;15178.65717;0.126474685;108;3;250;0;1;100;12375884.72;869213.7155;2426901.699;308144.2733;190442.6779;107791.9407;1961444644;969897686.2;505505590.8;3436847921;0.232675217;0.360599082;0;0.342306477;0.208481669;0.290705099
2013;bj;0.80647397;0.137976483;0.910334077;2347.396972;0.095791246;8003.867403;15012.30307;0.118493113;108;3;250;0;1;100;11967990.57;115807.1416;3588202.425;218137.7059;232643.4206;12770.31829;1730408121;958948949.9;53618507.7;2742975578;0.197879142;0.3296358;0;0.338540933;0.220156205;0.267245615
2014;bj;0.780694517;0.180463947;0.956935937;2454.14107;0.066178912;7363.397131;15504.15143;0.137688279;108;3;250;0;1;100;11253200.33;648570.0447;3770229.767;198546.1661;238247.8937;67200.85711;1546883720;1034111425;275842072.6;2856837218;0.210090839;0.301414986;0;0.294381415;0.185610216;0.265484482
2015;bj;1.23959191;0.170935464;1.249109154;2085.697664;0.076428843;4733.057306;14697.34552;0.136344634;108;3;250;0;1;100;13287073.75;1207916.142;1177010.244;380262.8538;103569.0478;152195.2027;2137537057;582921114.3;755880253.7;3476338425;0.227965932;0.403663767;0;0.36498128;0.178737613;0.282294799
2016;bj;1.009262693;0.181726871;0.93350294;1935.472461;0.091014019;4101.318894;14651.24946;0.114054071;108;3;250;0;1;100;12058424.39;1299226.618;2314349.134;272551.0574;168505.0762;148001.5683;1542914999;710028917.9;555197361.7;2808141279;0.218053061;0.323924282;0;0.304220476;0.193722063;0.268807954
2017;bj;0.858784044;0.130095732;0.842729817;2463.513296;0.086866852;7075.638068;14680.42609;0.149255378;108;3;250;0;1;100;11971794.49;202060.3862;3498145.261;240702.2129;239032.84;23044.53176;1756479626;911832774;86771855.7;2755084255;0.179743731;0.292596927;0;0.295886057;0.190879635;0.2391799
2018;bj;1.121093454;0.147094463;1.207154471;1725.092559;0.071627748;4585.446237;16062.2471;0.170860947;108;3;250;0;1;100;13205549.62;1114872.067;1351578.454;356019.5476;108973.6885;128990.1923;1971057013;592737161.5;627782481;3191576656;0.205697414;0.381344384;0;0.348352717;0.180218054;0.263671719
2019;bj;1.064424184;0.176126653;1.031034631;1690.047073;0.093757208;4447.539677;15375.75269;0.161603919;108;3;250;0;1;100;12567079.53;1101813.759;2003106.851;317727.6055;153913.2958;128996.0237;1693715366;715742662;534060330.4;2943518358;0.225781131;0.361781135;0;0.339703792;0.199469423;0.282742626
2020;bj;1.175074739;0.131844646;1.179268123;2034.973428;0.09615667;5971.458937;14945.63104;0.119044276;108;3;250;0;1;100;13422893.84;580530.1107;1668576.186;358554.4057;142694.4326;73799.7161;2241024113;758690003.8;357075714.6;3356789831;0.212246452;0.419213838;0;0.400880612;0.215279512;0.278828338
2021;bj;0.818383993;0.197492666;0.773660821;1818.128968;0.098647686;5558.318475;15522.40795;0.140113752;108;3;250;0;1;100;10500147.74;877216.2353;4294636.159;186882.3636;295970.843;111285.8442;1212979249;1039961626;348759622.4;2601700497;0.205971478;0.286317976;0;0.279910937;0.191428717;0.261557121
2022;bj;1.149170775;0.135986937;1.118121224;1922.843198;0.08822246;6042.578116;14576.02759;0.1510542;108;3;250;0;1;100;13193752.53;621079.2563;1857168.348;357559.3564;155254.0354;78744.3398;2106223121;782968219.3;363912138.6;3253103479;0.20553117;0.383557103;0;0.367312419;0.206905726;0.268235995
2023;bj;0.939614532;0.199328708;0.760071452;1591.140787;0.064051111;4623.963485;15732.4468;0.160082285;108;3;250;0;1;100;10095667.88;2517565.764;3058766.498;203001.0454;220758.0163;329799.5553;1127462901;760893827.3;1006387366;2894744094;0.19936219;0.235297808;0;0.223075341;0.158396066;0.22161064
2024;bj;0.925534696;0.168166704;0.88961886;2321.839547;0.078625918;6883.999304;15082.57701;0.154605527;108;3;250;0;1;100;11700964.74;641274.1379;3329761.261;253161.0003;240567.6011;74615.33472;1699597186;968913657.2;282991028.2;2951501871;0.204624565;0.296217328;0;0.291097347;0.198911454;0.255305026
2025;bj;0.757492022;0.171849831;0.82535057;2440.76336;0.081937375;4842.567909;15124.52026;0.173599297;108;3;250;0;1;100;11152157.89;895279.3308;3624562.913;198095.2749;220381.6175;88377.44992;1408036145;825234989.5;306900689.9;2540171825;0.19635197;0.280480041;0;0.27281893;0.187364103;0.248083677
2026;bj;1.082840027;0.187333035;0.801710188;2396.654755;0.06884823;7600.497251;14826.32094;0.167294707;108;3;250;0;1;100;10119734.21;1964173.621;3588092.305;237210.9369;311471.4892;311349.5685;1440677043;1131525038;1009544350;3581746432;0.188197259;0.254788084;0;0.247186074;0.175108325;0.234808618
2027;bj;1.018364424;0.164279326;1.099109043;1805.069904;0.08138313;6638.985236;14903.11013;0.144922477;108;3;250;0;1;100;12630869.71;660292.3999;2380838.03;300938.8463;178336.231;76737.38927;1847193602;884985817.5;352452652.8;3084632072;0.223811126;0.365776353;0;0.352624272;0.216491383;0.284445248
2028;bj;0.868290892;0.165881163;0.753799019;2094.436037;0.08263217;7269.407125;16197.08785;0.143339293;108;3;250;0;1;100;10743805.7;369721.5924;4558472.842;207978.9344;338273.6504;53377.58416;1425861530;1157563621;168102167.7;2751527319;0.181537014;0.259807025;0;0.25537749;0.178074689;0.233926155
2029;bj;0.82271623;0.133085986;1.139348765;2237.375643;0.077487874;7947.939865;15991.81039;0.118053964;108;3;250;0;1;100;12527329.85;277750.429;2866919.86;234529.6272;180113.3786;26595.76269;1920959566;928193566.6;134342307.8;2983495440;0.206106911;0.376466298;0;0.376641533;0.24231408;0.283289024
2030;bj;1.025533633;0.175407775;1.108344977;1745.840394;0.08845855;6066.79009;14853.36573;0.124768349;108;3;250;0;1;100;12646660.35;765016.0814;2260323.711;296090.6936;170179.9382;87833.41293;1782349988;851063632.3;401848495.8;3035262116;0.235062235;0.380115634;0;0.367125989;0.22080882;0.296442597
2031;bj;1.049661615;0.15479834;1.220967917;2065.539735;0.079968917;6276.563952;15955.00872;0.159490667;108;3;250;0;1;100;13040982.5;724272.4287;1906745.209;325420.4909;145902.7617;84096.33058;2101723912;803104799.1;423311240.4;3328139952;0.224647627;0.401502148;0;0.382870297;0.213254537;0.290198873
2032;bj;0.829167594;0.15696176;0.905307191;2165.269971;0.083098488;6237.310028;15696.71824;0.157953846;108;3;250;0;1;100;11876584.34;465800.8998;3329614.902;232187.907;216365.5215;48625.91666;1630963283;886883836.3;189374448;2707221567;0.201262443;0.308289183;0;0.30611492;0.203547608;0.258563691
2033;bj;0.772387531;0.14575069;1.004592726;2045.880393;0.099570081;4938.039206;15340.16147;0.132176231;108;3;250;0;1;100;12358954.16;459612.1177;2853433.858;220005.6343;167849.1842;41589.10999;1590944882;762884283.4;177074834.2;2530904000;0.208528119;0.367037187;0;0.362182703;0.22873612;0.283469531
2034;bj;0.886757265;0.131297903;0.785678774;1898.030594;0.065549871;7325.741569;14800.11894;0.142517992;108;3;250;0;1;100;11573328.37;311193.8732;3787477.896;235960.2077;272787.3699;37935.67092;1546385437;971593074.8;131886137.6;2649864649;0.164815676;0.246892202;0;0.246488054;0.16461049;0.211742885
2035;bj;1.060551457;0.1691569;0.865545281;2306.037648;0.074856776;4325.699714;16172.6006;0.124035445;108;3;250;0;1;100;11598343.95;1702786.203;2370869.988;275360.8515;180368.3603;209475.7185;1641428474;705408146.7;727472426.1;3074309047;0.192188954;0.280235877;0;0.257443121;0.173177485;0.23754612
2036;bj;1.006031513;0.137613518;1.065480002;1842.366588;0.068039248;5688.181568;15221.58091;0.174583154;108;3;250;0;1;100;12786609.5;755786.1125;2129604.525;311358.978;157105.0719;84782.91487;1861220999;755135253.5;378994927.5;2995351180;0.193031713;0.331241195;0;0.318392754;0.188511468;0.249031504
